Address,Twitter,User Reward,Supply Percent
tz1WDeQisPM74QiuPhoM141W4nphFFqVPkds,@ToppyEton,2,0.0220%
tz1WEHHVMWxQUtkWAgrJBFGXjJ5YqZVgfPVE,,2,0.0220%
tz1WeSgHesW4kmisiBwvXDp5HFj9MPy6qjnm,,2,0.0220%
tz1WmkBgX9dVr8pwrMMFcxwoDGJyxdA3Yj6s,,2,0.0220%
tz1WpFkeeF1WhwQ33jhWjQMn1oCmz3p3isxM,,2,0.0220%
tz1WrNAAHUtiMaS3S9Dvspz8vsUjMapZCqbh,,2,0.0220%
tz1X9uYwjdyishFfv1XmEYtsA4JUVtqrKaAM,,2,0.0220%
tz1XfGNtJcLtaKBBDbuJQWyRTHdx9yx13ojk,@ec0_syst3m?s=09,2,0.0220%
tz1XHESBQvz2PvfbKDTKhvyc2eaAxQQsgu22,,2,0.0220%
tz1XisBzUGgCmvC7pNS6hxvQ5hMvXUTd1p7D,,2,0.0220%
tz1XjXyg13pVmYzS6UaPxAUSx8s7BvZRK5Vx,,2,0.0220%
tz1XpXi37nUiqL4m71peggWaCCYTLrAwctJT,,2,0.0220%
tz1XQ3YAgRVtp1K9HG71edpEVtcdW53kArz8,@starekitty,2,0.0220%
tz1XSbjFsXhbGM64aKXRM6JvxjnsnhoDjDdC,@makinm0ves,2,0.0220%
tz1XxALYTScFHYVV7dJvwtRNW6ECSHTySU4G,@tao_ferluiz,2,0.0220%
tz1XyX3xbTa8vDN4a2XokaCVHQJc7hY11Up5,@le_nifty,2,0.0220%
tz1Xz7mSzPmZQ4zRkW1iufYnakQSAuyg6PLN,@CatsmartNFT,2,0.0220%
tz1XZUrksJeiAepsn3v7dgBNWouwfdev63Ss,@sonicchimes,2,0.0220%
tz1Y3Yrxqd9PzvGcWA3mAYJcxMp6hbXKKD26,,2,0.0220%
tz1YbJAyfmSwqLbLwCrUTfEMeLgCncM9jj3z,@EmpressTrash,2,0.0220%
tz1YdbwBsvZPyZfTreR7H9WR52nrwTuA9wvH,,2,0.0220%
tz1YE2CpcKB1MtoHmFL86LBJFtj1eLbVE6Y9,,2,0.0220%
tz1YEgjYy1u7MKQpsympdwi4V6hJW1dExJ8B,,2,0.0220%
tz1YkVdXCn1xTk11nddc7j2yua9j12zn869K,@thatmarklee,2,0.0220%
tz1YoUomp8yB59Xd5EwUyBxThReC24eVY9Ft,,2,0.0220%
tz1YqEtvagiWEYN8CvT7GUGNCVkviLCPQi4J,,2,0.0220%
tz1Yu8uPZ3ysfEhRE2v9SR5NJjCpXoxTaZ33,,2,0.0220%
tz1Z8V9yXjJkpr9Ypg53Fpw1yXY41YWUmMFN,,2,0.0220%
tz1ZCN2N6TqGL7wSRp34RAoZ8PTU5DDx55W8,@audivit_xyz,2,0.0220%
tz1ZFCHDNBCG3fy8AdytB1rQia3AaNRnN5Ea,@TerrorArtSquad,2,0.0220%
tz1ZHhzWEVy5Y3CrdBDRpaLxvChxWuWfLcNU,,2,0.0220%
tz1ZhimgHgutqRAy229UuadFCnYCtybjrJpL,@tocame_munich,2,0.0220%
tz1ZS7HZyg8z8td3NYcPcVpBsTE31uKrYRWW,@PKobuti,2,0.0220%
tz1ZSEhHyxaNLmegTuxoGjKMkLgNHsFt4hHc,@BeinSoy,2,0.0220%
tz1ZtQbh7Hs2y1QeP4NhkoktLT6AXsfXNHs9,@lifeofcyn,2,0.0220%
tz1Zw9zmY9cgSfo2VtCoLr5m9SzNNUuWyp2C,@LAPEDEPONCE,2,0.0220%
tz1Zy776w4Br4asmH2Z9FNdUUHiZ4Gwbo4ok,@GuysWily,2,0.0220%
tz2BZMD52wJT32XZX8DFP8SG7scgSXd7iJVk,,2,0.0220%
tz2CcTzrLDhqFK1Bqt9iiVSPGDezvbnXntpe,@Paul_T_M,2,0.0220%
tz2HAac7kMGkGeKok6Mak4XqJrXUTR12U52c,,2,0.0220%
tz2HKXUTgZ91hjByorS5hYRsVfvxbisvi2sq,,2,0.0220%
tz2Hm7BkZiFjoonAWpE31tamt1NfU7m5EgKP,,2,0.0220%
tz2HRU82UnoQ7LciYhNFQYA8sc91J1K1jXaM,,2,0.0220%
tz2K1rDmszPuzVQYUcyDFxeSm7ZEJdDvhXx4,,2,0.0220%
tz2Kmr94zwyb9SmfcwCeBXY4Ye5NjvDi3qhv,,2,0.0220%
tz2Lz2JycJNudQMkTNJVgQcLSfcJbC7xTgBu,@DJ_Pants,2,0.0220%
tz2M9C5x1KoZGoQ9xEY6fQ6Xwbe2GU1RTzRx,,2,0.0220%
tz2MgAiWfd5i7kee4pMKiY5cx5QQUHD94HFS,@ippsketch,2,0.0220%
tz2PUwFUG7ZDig1j6ghcTFTBWgrgvenMKqEg,,2,0.0220%
tz2QuhydjYeX6cMTa6L6BtNTEcZXGgSN4KvJ,,2,0.0220%
tz2Tu2HYMd9NDr3C129at6hu6ZSMCQBJ26sJ,@MauroRicchiuti,2,0.0220%
tz2UwKswsiGZEDCrw4hZCSmzhXvryrFKyTAT,,2,0.0220%
tz2Vpw9WxjXXJ3EHUnFPzpusEAcHKxNK1QPv,,2,0.0220%
tz2Xd7ntDUYyHgCtQpweSarjxmmJANCRNjRB,,2,0.0220%
tz1a6rQg1i9Z8MuDn2ZahddP6FJtWEmYAwr6,@BigVelcro,1,0.0110%
tz1a6svmCBsJP62TjAgs8pRgtQkdpJs6Utbn,@BDavonte,1,0.0110%
tz1a7by2HMBv9QA8WT3t5fhu3E4XPofzcukg,@X1M4,1,0.0110%
tz1aaCcaLcVFnQ43F5wGfYtphYAzRskV4T6x,,1,0.0110%
tz1ajbUoguHiipVftY865tu8r1aRYEVWMKZz,@wilco_aideron,1,0.0110%
tz1aqECVY4HdYoLANRp1jQTqxytztpHUxeCr,@ArtZumo,1,0.0110%
tz1bbLquRpnE5v8sDf6Qc43snV1ays5vaq6v,,1,0.0110%
tz1c76PTF2vp9vHfc8DvDYuVLyYPMN18ChcM,,1,0.0110%
tz1cc6ntQvzCnfFGE3cASFiFAXvFWi3sU6d6,@_staus,1,0.0110%
tz1cxTJQtdGf1PaEQGTPvrDvH46uTbesPi5w,@G4sp4rD,1,0.0110%
tz1cYEAKDBeHZ8TzRRU5qYNPt5uoaUdutzGy,@franciswiermann,1,0.0110%
tz1dba8ayGnQhE2HxbtdkhXuRFa8HoVCddmr,,1,0.0110%
tz1dG6QYFemDffchx1LXioUW8j3SM3KwqcTi,@3_42010163,1,0.0110%
tz1dUexxVsqFV4NX8fdeYmfkn2arjUBDV4r2,@AEliassen,1,0.0110%
tz1eee5rapGDbq2bcZYTQwNbrkB4jVSQSSHx,,1,0.0110%
tz1er6XdKt2q7V6jcwUpsVmHM6L4HanBhJU3,,1,0.0110%
tz1eRtn8FnaLVL97RsyJrSX6iDTeKHuBBh48,,1,0.0110%
tz1fm39uTWM8bAcjXdZmbFDpUgrV7qdaxCTT,,1,0.0110%
tz1fPtXpoqSDgSeHeX2q5BLg9sC3KccZ5Kd5,,1,0.0110%
tz1fuK62DXQ4mZ9QVJcNV2MxKo2ytdxny12C,,1,0.0110%
tz1fUZ5pMP1gUjuJsp5V631cXmA87Kxm3cuZ,@s_l_3_3_p_y,1,0.0110%
tz1fwUoAY4h331VNWgR3ZwSeJxXtvy9wWzq7,@curiofringe,1,0.0110%
tz1g459DJ5BqUN4T2VKizYv2HmR1eAhb1sdZ,,1,0.0110%
tz1gEdjmaPs5BqSgHwxT7LeCCHGiBSpjaZWW,,1,0.0110%
tz1gJnVDTQqGoSYMesXsu3uhRjPkTtVaPQqS,@ashdiscarnate,1,0.0110%
tz1gKUR2yyHYEuj2GLqydgfzA3zq9HESjpLF,@gust_aeo,1,0.0110%
tz1gmbDD2jhv9MgKLWD9cg6EeLdbA17U8f6i,@Sangaeo1,1,0.0110%
tz1gmtpm4ZmwNkdfCkbneG1LbAntEAwUufjC,@bardionson,1,0.0110%
tz1hA8fvrFV9XbA1Z4BekjLZKthDdobv3AKF,@culturehacker,1,0.0110%
tz1hMMMv5RetJ8JE1UbNWA2nk1RB2yxuXRKH,@benbarnhardt,1,0.0110%
tz1hTfioT7ApZmAQPpLuV3EaZerrA2EAqPUX,@nicobiev,1,0.0110%
tz1iEoGm3YEdzPtxqdk3fNoY5FoAREMdiUBF,@PerottoRenato,1,0.0110%
tz1Krd1JqtKuDrdz5b6at6c6cX9E7gCZ99RR,@UFOS_4,1,0.0110%
tz1L3N5jHm9bVuc6DtkkZqjk19ABovpuMbKW,,1,0.0110%
tz1LcAD43SZ957sctCKdKxYJsQrEnNahTFaB,,1,0.0110%
tz1Lu1VKkA6YDAvSqebC4hKZENDLvYLY4ASd,@ube_raba,1,0.0110%
tz1Lw4pXrkUytpZYHAq7ASqVFBgoXtKu8Gh3,,1,0.0110%
tz1MH7vTRc4yXkttnoU93CYqiZfhEzk7C17a,@chilltulpa,1,0.0110%
tz1MVAabeRxqeHz5j5dJzJEuJBvoL5Wqb31F,,1,0.0110%
tz1NTmArrjSnBpiVfMExnrFYKQxXMX4Z4ArC,@jinsheng_yip,1,0.0110%
tz1NuDbgnrrU4t7CfBHKUguUXVLD4mZBtboC,,1,0.0110%
tz1Pa2k24hzUybjvbh3AdHPpZTCqqQCRqdcH,@jaodasartes,1,0.0110%
tz1PbRHWwrfMdSFEUNzy33VjKxDgZ2WcQi3E,@jordancmeyer,1,0.0110%
tz1PDBeZNg33t6QNJueAHTxnLE7chQLyANL7,,1,0.0110%
tz1PfirGv1Qk9vK3eMnMkARudeRVwFx5ZZRF,@5ZZRF,1,0.0110%
tz1PmGhsN26ov1sYfknXv3YdVAEQL9CW36ZL,,1,0.0110%
tz1Pv3MLA2iaRH2QmfzcofEf8HfJDZB64T6p,@crampedskunkman,1,0.0110%
tz1Q86tz2HeTL6iwHVcYe7nGUN4zSU545nWf,,1,0.0110%
tz1QisCpFmoCVWPQJGpdXnmeXFdwBPiPvHdq,,1,0.0110%
tz1QmFQmHobHE3H7AKTbDVrpBscZf2qnzZq7,,1,0.0110%
tz1QTphSVmriQEZQTx7qjVZjskDtkYk8SBBz,@lmaicher,1,0.0110%
tz1QYTLbGn2Eajef2ayxiwYhuYZ21JiJp92Z,,1,0.0110%
tz1R6mtcAQwBTK9YpSqRL9y2a6JZWgDkBm6M,,1,0.0110%
tz1R9Q4r89QrxUjM6d7Y4rc35rxiw6DQ1iPG,@okcrpto,1,0.0110%
tz1RNooDLz6otHEpyY28cepo2jm8QHCwAzAM,,1,0.0110%
tz1RuWMrWmmY8nMffL2SrKfVYXXFJwAZhyQb,@berkozdemir,1,0.0110%
tz1S9htkbFmqQ4kDP8waV8Us1A3sztzZEfeH,,1,0.0110%
tz1SNJGYV5DA6rzJp9E2bdpM8VRKrvx5mdtV,@ozanmutludursun,1,0.0110%
tz1SvPd1aUYZSkr22JTdRzUEGMb6ZjoPEXTz,@alexandrerangel,1,0.0110%
tz1T3vQC5rLgK8U33ErD2Bqzvy387HG8DHCA,@Semp_ai,1,0.0110%
tz1U2xpbWQzaktbGrCwHGW9WVGMPDSAdPXr8,,1,0.0110%
tz1Uj2Z2TvkM8bMATr95vJmq3FmmBk8NZZAp,,1,0.0110%
tz1UmVcZCT6dRYVcCdP6Vc4CCFY2Jobr8wy6,,1,0.0110%
tz1UvicPHwYC5KpejnaY8Y2A8wdNLs1Pmh6K,@CryptoR1CH,1,0.0110%
tz1VCNMEvETjyWScgqYVZhhRnAx2FQoJLWbv,@felipemportella,1,0.0110%
tz1VcWSWu19aiZCZwj5hGBVSb1PKuwT56U2e,,1,0.0110%
tz1Vkoqo2ZQsVXBniYJDfX6F2NMfH5RoEuGn,@sidhikerart,1,0.0110%
tz1XHNGBopxF9SQPFdBHyk6Ej4dpuepb1z37,,1,0.0110%
tz1Xhyf3WDYUivX9HozrwGAQWyVB9Vu5NpMe,,1,0.0110%
tz1XQBiuYpkx3s9nF49D9HE2pbC3DUNnKZHJ,,1,0.0110%
tz1XQkz6uLnnyf8ztcuCuYJ8MtSiefj5ajqk,@scrillaventura,1,0.0110%
tz1Y1j7FK1X9Rrv2VdPz5bXoU7SszF8W1RnK,,1,0.0110%
tz1YBb4YWq8XpDf73PCa3stsiSiSw6xqFcic,,1,0.0110%
tz1Yoh9NmyM3FeG37iVQJs75nSW9REcuaAtR,@rafaelfj0,1,0.0110%
tz1YRbmzV2fc5jdc5a3Hjfxjmt6YzVGadpZt,,1,0.0110%
tz1YRG68NdqtAcsFEwTUw6FsSsiBb5kagEDo,@djangobits,1,0.0110%
tz1ZBmPFFFjEZN8MTMxrJi9RcPwqGCDdUhru,,1,0.0110%
tz1ZoEaoEbtC4AmuYvHNFjT6XUeRL95gUQ9T,,1,0.0110%
tz28Pnq1aMkAQocZcjzktAMxfB73b5S1U1rX,,1,0.0110%
tz28Y8knHfatxderihDHK58m2ZyFWyewJtU3,@artistAKAKatie,1,0.0110%
tz292ropXsciXiPhuk2GDAN4TMR8Ay5vWyBw,,1,0.0110%
tz297a8SBJ3poU5nq4q1Y9nhxh4o5wXi4KRU,,1,0.0110%
tz29ahUQNznsPkX3mpLQPKXfWAFGQGmAmynt,,1,0.0110%
tz29DVkEuV2s15BuTnbjdYWt6NNDHS5LuXT9,,1,0.0110%
tz29sgocmFVzKFxN7tz74BwPUvGWXMAbRASu,,1,0.0110%
tz2AbgQvUiQ9qHZwpWBo8Cyvh7t9f5RygbRM,,1,0.0110%
tz2AfxXJ8bB8jghZNduHoT4GgxfayVnG2sAV,,1,0.0110%
tz2AfzcgdHDzTHAJaXZ9EfsP5fJHPbPxHAES,,1,0.0110%
tz2B2UsYb1r5FXiChJ8wmRuvp8C5WTEuUSX7,,1,0.0110%
tz2B73ktCTh4aoimxDd7hUWwWdzgzcWBBYKL,@BBStudiosGuild,1,0.0110%
tz2BCHfrZV7p5nALTscAQznqvhaQ84cEePex,,1,0.0110%
tz2BRJdzzok6imZMYerkumzymk1saKhgmMtm,,1,0.0110%
tz2BZwyUngsjH164p14zowm2zhnVnapoid17,,1,0.0110%
tz2CAko5Dh9mfDjmFUeAHh2dCwHtENJAUqcN,,1,0.0110%
tz2CF3NcsKTdkXmSnFBkwXKnfJqJWPMB2xst,,1,0.0110%
tz2CxtYTn9aAps4aTrWCnV3aHTxw5KD2nawQ,,1,0.0110%
tz2Djaagc2HG3dQKi3c5d6FKzRHfdSVSS2L7,,1,0.0110%
tz2DMLF7ksRweQnLJtvJrbWLZ6W9EGTM2T5K,,1,0.0110%
tz2DNo3TmhYiEBNPKw4fHpR1w4uu95x9ajCH,,1,0.0110%
tz2DT2YUf5eT9qCP3EXEvYcjt3bb2PGLGBDk,,1,0.0110%
tz2Du3u2pC6cwbyhrRKHk181TCkWefKYwtQP,,1,0.0110%
tz2DYuB8duqJKzrQkfwGZmq3yd8aYfeZduoA,,1,0.0110%
tz2E44z28h9Z1wG5r2ZFZVPHwpzmrTu6aiHN,,1,0.0110%
tz2E59pHUwLBQggw942qWeMp142iifs5v4Mx,,1,0.0110%
tz2EEVWN7unHS4kZpQdi2yd7HXEfgiJjG9Eh,,1,0.0110%
tz2F7jB5Bp5GGGv7G4DTYVE1dJxLdGBDsyC2,,1,0.0110%
tz2F9ycEeZ2nEDhGt4owosETPFPgoH6a91Ym,,1,0.0110%
tz2FK1a3auKDkS1VxFACbB1HATdMMenBBAqG,,1,0.0110%
tz2FsJccECjT6Sz1vV5tvjJiroKNeYXqGktA,,1,0.0110%
tz2GLYoq3erGG5ajCxrYjk5aNMeHw4kDtzMV,@NeuralBricolage,1,0.0110%
tz2Gs7fgvNF8cuXierscz6cPjhgnxukpGDa7,,1,0.0110%
tz2GSKVo5QPibtQ18gDYqcwYnfyf68effhUa,,1,0.0110%
tz2GSvX2mRLWm7BWjbSiQ4E7xWZwpcvdzNfC,,1,0.0110%
tz2H91zisGxXx3vS6rdgMqhBHr1tfU6ZwQFD,,1,0.0110%
tz2H9n6nvR3caoF8hapgzTphqcWWmprZ9LVu,,1,0.0110%
tz2HdbFWnzRZ7B9fM2xZCYdZv8rM5frGKDCo,,1,0.0110%
tz2HfKdHVaHE7jwzypsamwFkLRdkqeAdur3F,,1,0.0110%
tz2HPiv1vZQM9m9KR8cMFPMUh6U7pWcsXYxN,,1,0.0110%
tz2Hs6kPwz3VSVR71Xo7HVwoBPVQMFXhyW2P,,1,0.0110%
tz2Hwg8KSE6wgmq4PmdWUn7bCzAQHz7L1QEn,,1,0.0110%
tz2J5BuE2YkDqo9n9ctvUyass623viuuJJUM,,1,0.0110%
tz2JMTz18w54QudHdddDLRxCJNzCRKCHfnfx,,1,0.0110%
tz2JtFdNY2g1uG2e3LKhcAakxA665wyevCRp,,1,0.0110%
tz2JukLJF2kXYCpU3UbKY8MLroKHMeEyY8N4,,1,0.0110%
tz2KezMd8QkWWXRyuGaEykyQU7hDNQ1Tx1sf,,1,0.0110%
tz2Ko68gBoGDRqcX8iHK8QeLuXJQLLrGJNvT,,1,0.0110%
tz2Kth95iS6u9XocvhcWsTM99h7XzcgJG1Mo,,1,0.0110%
tz2KVNKGg9BHXFckZNd4nyJ7edMWx4ivvCEG,,1,0.0110%
tz2KwMiy3Fr4PW8fb2T7YPd645AWy3FSBkmW,,1,0.0110%
tz2L5mHKtRD48mBLTZwBA2KxMbb2N9oTuDYi,,1,0.0110%
tz2Lr5kbHQjuf1PhYN2iFDkqGsQDGSXvaiAq,,1,0.0110%
tz2LY7WSAGzZsNXjaWbHsKVNaaWSGf5dMAjj,,1,0.0110%
tz2MCEazciQLqB3dFTtFVuzfqnPxbYiooyLU,,1,0.0110%
tz2MKHdt81bSCWqTH1DLzasTbVK6DDZZJZEJ,,1,0.0110%
tz2MNUS1dwp29pR6aTBxULjdyGHbWhPUKRFV,,1,0.0110%
tz2MRhfAKUyNZDKH8XBzmXyCwd2h5ySbgZJJ,,1,0.0110%
tz2MZwv9co5HZB8KpEShhfbAxtpZoXPtRZn2,,1,0.0110%
tz2N6dHby4ZvaHc8AMkKp7d61UcLmruUkuRa,,1,0.0110%
tz2NMQyBMUqAXP4hNTRZmkfCWqisWrVq61jF,,1,0.0110%
tz2NtvnS7VstnG3ZqGo2XDEhmarJFBc6vTiz,,1,0.0110%
tz2NWTRnnJYh3pY98PCJsBWKnHAnYwdKZMHc,,1,0.0110%
tz2P33YUysZuJ2gjbzGJp3Qu6N3a1CdSeYie,,1,0.0110%
tz2Pko9XdySHhMeJKX25eQJieNCEEu4FPgAo,,1,0.0110%
tz2PqUjXzUZrtEDwRqo2kVWTWLtMcBuXU5K5,,1,0.0110%
tz2Ps85RQ8KzvEvLDiid5v1jTaSqqFXSATvt,,1,0.0110%
tz2PVszijs5zDMS8u8yFv9ZPfSEtUdxNB1A1,,1,0.0110%
tz2Q1AAXkwEgutfekADztAiugW96EEYf6Awp,,1,0.0110%
tz2Q64cJhiHVGAKQBVSvVcbqQvc8PwZnH7SA,,1,0.0110%
tz2Q8EzVhiXhbCS8p4MUEQykwgWPmcqnYCiG,,1,0.0110%
tz2QasYLR8xYBLgV4obZCwAsTpyYuaZreKG9,,1,0.0110%
tz2QC4zmBxs85cWJYfW92VDbXfwqTZW2spgD,,1,0.0110%
tz2Qt8SDkBUZYhQpZ9HZjVJUZgtBbrj5Yegm,,1,0.0110%
tz2QyTPuAqYfSgMrKnLfrmmHtR4PYhDCuDGb,,1,0.0110%
tz2R26rHfViopQu8y4DzUq8Qdi4FV6H6BEKe,,1,0.0110%
tz2R8cLmMfhzxHowvd4HdakTSTXw4buHRWL9,,1,0.0110%
tz2RBRC1BgmVynKRph9c8pER8F3Zi115jtcd,,1,0.0110%
tz2SCpboegXFJQrnc8bJ6ggaSSZmEZeG3uWn,,1,0.0110%
tz2SCWCwmNsqBEaA28U8wTECc3a8fw43S9cE,,1,0.0110%
tz2Sniq5jvnWztXDNkWKNdLinQFXWnTiDHJv,,1,0.0110%
tz2SS7hFq7D7uEniCC9PoSd5BuL4tsFifzqd,,1,0.0110%
tz2SvegTWNHFv86eswoG22JUVEdLFEeAuGbZ,,1,0.0110%
tz2Sy7WuyzYrjFunRDRUsfCfLhqQHc5k7xPX,,1,0.0110%
tz2T1Pe7hpSCDGYGWDQKWgUtkW2e2QPujs2x,,1,0.0110%
tz2TsLAkMXLNcmvzUh3i48rVrdvVYNYrD36x,,1,0.0110%
tz2TVew4YHCboowYdod63fjwjpmY8j7asCUH,,1,0.0110%
tz2Uqj3HQkAWDGtyRGJkMuP2Xwuijb2ippT7,,1,0.0110%
tz2Uv6mz7QgTVBdARXRiGmn14ufSAiEHJGr2,,1,0.0110%
tz2UyCYoo9CGQJwkkbcgnGFu6aEKRFdJ88U4,,1,0.0110%
tz2UZ76TGz73TCzeMLGXLwqzsW8SjidecyzP,,1,0.0110%
tz2V9xwvbA5VPUKK6VQbMLrJxqNoEfHV6sY6,,1,0.0110%
tz2VG86MBg1rwqXmwj4yXTLNJJarVoUEUKiE,,1,0.0110%
tz2Vh5Nap6tqvbxwC1A91pxdpxtGMh3hqzGB,,1,0.0110%
tz2VtePoMoV7mHQqc5eQ8a7Ywnn7adYKiq8f,,1,0.0110%
tz2W9D1U6tk7NfNGhpXYHKp8pzqqRJkgbY8C,,1,0.0110%
tz2WBCoppBKytKNbsqSRL8bq2siyL2iu6o1B,,1,0.0110%
tz2WcrtVPHiZbSUzHZmP1h9NDyr8FM6iPBHi,,1,0.0110%
tz2WVCQ5mKXh7L9AFhnP8CSaUDGA6UPKtskg,,1,0.0110%
tz2X1jWwmaoP2NG2G6ARoMtZkkEth8nbqLvB,,1,0.0110%
tz2X3ZbcvC9REVNGX6LTwAVz8GRgc5FdhYM6,,1,0.0110%
tz2XPA4QzB9KYDUFpqbrchFG9p3qhKU71Vgg,,1,0.0110%
tz2XS1MhRXEbxXw9bnTAhAWucjU1T251HGDM,,1,0.0110%
